"violationid","buildingid","registrationid","boroid","boro","housenumber","lowhousenumber","highhousenumber","streetname","streetcode","zip","apartment","story","block","lot","class","inspectiondate","approveddate","originalcertifybydate","originalcorrectbydate","newcertifybydate","newcorrectbydate","certifieddate","ordernumber","novid","novdescription","novissueddate","currentstatusid","currentstatus","currentstatusdate","novtype","violationstatus","rentimpairing","latitude","longitude","communityboard","councildistrict","censustract","bin","bbl","nta"
"10066973","443649","400786","4","QUEENS","41-28","41-28","41-28","55 STREET","11590","11377","6","3","1323","6","C","2013-12-13T00:00:00.000","2013-12-16T00:00:00.000","2013-12-30T00:00:00.000","2013-12-25T00:00:00.000",,,,"502","4743642","§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR IN THE KITCHEN LOCATED AT APT 6, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH","2013-12-17T00:00:00.000","19","VIOLATION CLOSED","2014-02-14T00:00:00.000","Original","Close","N","40.744328","-73.909725","2","26","251","4431346","4013230006","Woodside"
"10067025","443649","400786","4","QUEENS","41-28","41-28","41-28","55 STREET","11590","11377","6","3","1323","6","A","2013-12-13T00:00:00.000","2013-12-16T00:00:00.000","2014-04-05T00:00:00.000","2014-03-22T00:00:00.000",,,,"501","4743640","§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE WINDOW FRAME IN THE 3rd BEDROOM FROM EAST AT NORTH LOCATED AT APT 6, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH","2013-12-17T00:00:00.000","19","VIOLATION CLOSED","2014-06-11T00:00:00.000","Original","Close","N","40.744328","-73.909725","2","26","251","4431346","4013230006","Woodside"
"10067030","443649","400786","4","QUEENS","41-28","41-28","41-28","55 STREET","11590","11377","6","3","1323","6","B","2013-12-13T00:00:00.000","2013-12-16T00:00:00.000","2014-02-04T00:00:00.000","2014-01-21T00:00:00.000",,,,"508","4743641","§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING IN THE 3rd BEDROOM FROM EAST AT NORTH LOCATED AT APT 6, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH","2013-12-17T00:00:00.000","19","VIOLATION CLOSED","2015-10-21T00:00:00.000","Original","Close","N","40.744328","-73.909725","2","26","251","4431346","4013230006","Woodside"
"10067033","443649","400786","4","QUEENS","41-28","41-28","41-28","55 STREET","11590","11377","6","3","1323","6","B","2013-12-13T00:00:00.000","2013-12-16T00:00:00.000","2014-02-04T00:00:00.000","2014-01-21T00:00:00.000",,,,"507","4743641","§ 27-2005 ADM CODE REPAIR THE ROOF SO THAT IT WILL NOT LEAK OVER CEILING IN FOYER AND IN THE 1st LIVING ROOM FROM EAST AT SOUTH LOCATED AT APT 6, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH","2013-12-17T00:00:00.000","19","VIOLATION CLOSED","2015-10-21T00:00:00.000","Original","Close","Y","40.744328","-73.909725","2","26","251","4431346","4013230006","Woodside"
"10067036","443649","400786","4","QUEENS","41-28","41-28","41-28","55 STREET","11590","11377","6","3","1323","6","B","2013-12-13T00:00:00.000","2013-12-16T00:00:00.000","2014-02-04T00:00:00.000","2014-01-21T00:00:00.000",,,,"508","4743641","§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING IN FOYER AND IN THE 1st LIVING ROOM FROM EAST AT SOUTH LOCATED AT APT 6, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH","2013-12-17T00:00:00.000","19","VIOLATION CLOSED","2015-10-21T00:00:00.000","Original","Close","N","40.744328","-73.909725","2","26","251","4431346","4013230006","Woodside"
"10067037","443649","400786","4","QUEENS","41-28","41-28","41-28","55 STREET","11590","11377","6","3","1323","6","A","2013-12-13T00:00:00.000","2013-12-16T00:00:00.000","2014-04-05T00:00:00.000","2014-03-22T00:00:00.000",,,,"556","4743640","§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT WALLS AND CEILING IN THE ENTIRE APARTMENT LOCATED AT APT 6, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH","2013-12-17T00:00:00.000","19","VIOLATION CLOSED","2015-10-21T00:00:00.000","Original","Close","N","40.744328","-73.909725","2","26","251","4431346","4013230006","Woodside"
"10067038","443649","400786","4","QUEENS","41-28","41-28","41-28","55 STREET","11590","11377","6","3","1323","6","B","2013-12-13T00:00:00.000","2013-12-16T00:00:00.000","2014-02-04T00:00:00.000","2014-01-21T00:00:00.000",,,,"702","4743641","§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 6, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH","2013-12-17T00:00:00.000","19","VIOLATION CLOSED","2015-10-21T00:00:00.000","Original","Close","N","40.744328","-73.909725","2","26","251","4431346","4013230006","Woodside"
"10167827","811186","421091","4","QUEENS","120","120","120","BEACH 19 STREET","30190","11691",,"0","15638","1","B","2014-03-10T00:00:00.000","2014-03-12T00:00:00.000","2014-05-01T00:00:00.000","2014-04-17T00:00:00.000",,,"2014-06-18T00:00:00.000","510","4799428","§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF STAGNANT WATER ON THE FLOOR NEAR WATER HEATER AT BOILER ROOM","2014-03-13T00:00:00.000","19","VIOLATION CLOSED","2014-12-23T00:00:00.000","Original","Close","N","40.593572","-73.753179","14","31","101004","4436179","4156380001","Far Rockaway-Bayswater"
"10067039","443649","400786","4","QUEENS","41-28","41-28","41-28","55 STREET","11590","11377","6","3","1323","6","B","2013-12-13T00:00:00.000","2013-12-16T00:00:00.000","2014-02-04T00:00:00.000","2014-01-21T00:00:00.000",,,,"1502","4743641","§ 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT LOCATED AT APT 6, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH","2013-12-17T00:00:00.000","19","VIOLATION CLOSED","2015-10-21T00:00:00.000","Original","Close","N","40.744328","-73.909725","2","26","251","4431346","4013230006","Woodside"
"10068448","511498","418705","4","QUEENS","111-20","111-20","111-20","101 AVENUE","19340","11419",,"0","9429","9","C","2013-12-16T00:00:00.000","2013-12-17T00:00:00.000","2013-12-31T00:00:00.000","2013-12-26T00:00:00.000",,,,"671","4744362","§ 27-2033 ADM CODE POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM ...","2013-12-18T00:00:00.000","19","VIOLATION CLOSED","2024-11-12T00:00:00.000","Original","Close","N","40.688108","-73.832481","9","29","108","4198796","4094290009","South Richmond Hill"
"10005825","44551","209331","2","BRONX","2238","2236","2238","ADAMS PLACE","7520","10457","7C","3","3071","47","A","2013-10-11T00:00:00.000","2013-10-15T00:00:00.000","2014-02-02T00:00:00.000","2014-01-19T00:00:00.000",,,,"502","4708416","§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE UNLEVEL WOOD FLOOR IN THE 1st ROOM FROM NORTH AT EAST LOCATED AT APT 7C, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST","2013-10-16T00:00:00.000","19","VIOLATION CLOSED","2017-05-11T00:00:00.000","Original","Close","N","40.852331","-73.889234","6","15","391","2012089","2030710047","Belmont"
"10007766","74515","200990","2","BRONX","1663","1661","1663","EASTBURN AVENUE","29720","10457","5F","5","2794","15","B","2013-10-16T00:00:00.000","2013-10-17T00:00:00.000","2013-12-06T00:00:00.000","2013-11-22T00:00:00.000",,,"2013-11-22T00:00:00.000","583","4710239","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE KITCHEN LOCATED AT APT 5F, 5th STORY, 1st APARTMENT FROM WEST AT NORTH","2013-10-18T00:00:00.000","9","VIOLATION DISMISSED","2014-02-03T00:00:00.000","Original","Close","N","40.843442","-73.908600","4","15","22902","2007390","2027940015","Mount Eden-Claremont (West)"
"10032649","812281","425049","4","QUEENS","36-29","36-29","36-29","169 STREET","24540","11358",,"1","5296","40","C","2013-11-08T00:00:00.000","2013-11-12T00:00:00.000","2013-11-26T00:00:00.000","2013-11-21T00:00:00.000",,,,"671","4723461","§ 27-2033 ADM CODE POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM ON WALL AT PUBLIC HALL, 1st STORY","2013-11-13T00:00:00.000","19","VIOLATION CLOSED","2024-11-22T00:00:00.000","Original","Close","N","40.762549","-73.797069","7","19","1175","4119774","4052960040","Murray Hill-Broadway Flushing"
"10032652","812281","425049","4","QUEENS","36-29","36-29","36-29","169 STREET","24540","11358",,"1","5296","40","A","2013-11-08T00:00:00.000","2013-11-12T00:00:00.000","2014-03-02T00:00:00.000","2014-02-16T00:00:00.000",,,,"700","4723459","§ 27-2045 ADM CODE POST A PROPER NOTICE OF SMOKE DETECTOR REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, AT OR NEAR THE MAIL BOX ON WALL. AT PUBLIC HALL, 1st STORY","2013-11-13T00:00:00.000","19","VIOLATION CLOSED","2024-11-22T00:00:00.000","Original","Close","N","40.762549","-73.797069","7","19","1175","4119774","4052960040","Murray Hill-Broadway Flushing"
"10071087","511498","418705","4","QUEENS","111-20","111-20","111-20","101 AVENUE","19340","11419",,"0","9429","9","B","2013-12-18T00:00:00.000","2013-12-19T00:00:00.000","2014-02-07T00:00:00.000","2014-01-24T00:00:00.000",,,,"686","4746052","§ 27-2040 ADM CODE PROVIDE ADEQUATE LIGHTING AT OR NEAR THE OUTSIDE OF THE FRONT ENTRANCEWAY OF THE BUILDING AND KEEP SAME BURNING FROM SUNSET EVERY DAY TO SUNRISE ON THE DAY FOLLOWING 100 WATTS INCANDESCENT OR EQUIVALENT, AT FRONT AREAWAY","2013-12-20T00:00:00.000","19","VIOLATION CLOSED","2024-11-12T00:00:00.000","Original","Close","N","40.688108","-73.832481","9","29","108","4198796","4094290009","South Richmond Hill"
"10032653","812281","425049","4","QUEENS","36-29","36-29","36-29","169 STREET","24540","11358",,"1","5296","40","A","2013-11-08T00:00:00.000","2013-11-12T00:00:00.000","2014-03-02T00:00:00.000","2014-02-16T00:00:00.000",,,,"1501","4723459","§ 27-2046.1 HMC: POST A PROPER NOTICE OF CARBON MONOXIDE DETECTING DEVICE REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, IN A COMMON AREA OF A CLASS A MULTIPLE DWELLING NEAR INSPECTION CERTIFICATE OR PROVIDE NOTICE TO TENANTS IN A PRIVATE DWELLING. AT PUBLIC HALL, 1st STORY","2013-11-13T00:00:00.000","19","VIOLATION CLOSED","2024-11-22T00:00:00.000","Original","Close","N","40.762549","-73.797069","7","19","1175","4119774","4052960040","Murray Hill-Broadway Flushing"
"10033310","929108","139245","1","MANHATTAN","3333D","3333D","3333D","BROADWAY","13610","10031","D23B","23","2001","9005","C","2013-11-12T00:00:00.000","2013-11-13T00:00:00.000","2013-11-27T00:00:00.000","2013-11-22T00:00:00.000",,,,"550","4725029","§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT SOUTH WALL APPROX 16 SQ.FT AND WEST WALL 12 SQ.FT IN THE BATHROOM LOCATED AT APT D23B, 23rd STORY, 4th APARTMENT FROM SOUTH AT WEST","2013-11-14T00:00:00.000","19","VIOLATION CLOSED","2014-01-25T00:00:00.000","Original","Close","N","40.819549","-73.955485","9","7","22302","1085768","1020019005","Manhattanville-West Harlem"
"10048020","929108","139245","1","MANHATTAN","3333D","3333D","3333D","BROADWAY","13610","10031","D33B","33","2001","9005","B","2013-11-25T00:00:00.000","2013-12-02T00:00:00.000","2014-01-21T00:00:00.000","2014-01-07T00:00:00.000",,,,"570","4734914","§ 27-2018 ADMIN. CODE: ABATE THE NUISANCE CONSISTING OF BEDBUGS IN THE ENTIRE APARTMENT LOCATED AT APT D33B, 33rd STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION AT NORTH","2013-12-03T00:00:00.000","19","VIOLATION CLOSED","2015-12-28T00:00:00.000","Original","Close","N","40.819549","-73.955485","9","7","22302","1085768","1020019005","Manhattanville-West Harlem"
"10048021","929108","139245","1","MANHATTAN","3333D","3333D","3333D","BROADWAY","13610","10031","D33B","33","2001","9005","B","2013-11-25T00:00:00.000","2013-12-02T00:00:00.000","2014-01-21T00:00:00.000","2014-01-07T00:00:00.000",,,,"568","4734914","§ 27-2018 ADMIN. CODE: ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT D33B, 33rd STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION AT NORTH","2013-12-03T00:00:00.000","19","VIOLATION CLOSED","2015-12-28T00:00:00.000","Original","Close","N","40.819549","-73.955485","9","7","22302","1085768","1020019005","Manhattanville-West Harlem"
"10048022","929108","139245","1","MANHATTAN","3333D","3333D","3333D","BROADWAY","13610","10031","D33B","33","2001","9005","A","2013-11-25T00:00:00.000","2013-12-02T00:00:00.000","2014-03-22T00:00:00.000","2014-03-08T00:00:00.000",,,"2014-02-25T00:00:00.000","579","4734913","§ 27-2026 ADM CODE REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS ...AT KITCHEN SINK IN THE KITCHEN LOCATED AT APT D33B, 33rd STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION AT NORTH","2013-12-03T00:00:00.000","9","VIOLATION DISMISSED","2014-05-08T00:00:00.000","Original","Close","N","40.819549","-73.955485","9","7","22302","1085768","1020019005","Manhattanville-West Harlem"
"10048023","929108","139245","1","MANHATTAN","3333D","3333D","3333D","BROADWAY","13610","10031","D33B","33","2001","9005","B","2013-11-25T00:00:00.000","2013-12-02T00:00:00.000","2014-01-21T00:00:00.000","2014-01-07T00:00:00.000",,,,"702","4734914","§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR ....REPLACE IN THE ENTIRE APARTMENT LOCATED AT APT D33B, 33rd STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION AT NORTH","2013-12-03T00:00:00.000","19","VIOLATION CLOSED","2015-12-28T00:00:00.000","Original","Close","N","40.819549","-73.955485","9","7","22302","1085768","1020019005","Manhattanville-West Harlem"
"10087300","154417","363912","3","BROOKLYN","567","567","567","50 STREET","9080","11220",,"1","784","50","B","2014-01-06T00:00:00.000","2014-01-07T00:00:00.000","2014-02-26T00:00:00.000","2014-02-12T00:00:00.000",,,,"501","4754672","§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE MAIL BOXES AT LOBBY, 1st STORY","2014-01-08T00:00:00.000","19","VIOLATION CLOSED","2024-11-18T00:00:00.000","Original","Close","N","40.644288","-74.008944","7","38","98","3012990","3007840050","Sunset Park (Central)"
"10090160","28108","108543","1","MANHATTAN","40","40","48","ST NICHOLAS AVENUE","31190","10026",,"1","1822","24","C","2014-01-08T00:00:00.000","2014-01-13T00:00:00.000","2014-01-27T00:00:00.000","2014-01-22T00:00:00.000",,,"2014-03-14T00:00:00.000","671","4758963","§ 27-2033 ADM CODE POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM .. AT PUBLIC HALL, 1st STORY","2014-01-14T00:00:00.000","19","VIOLATION CLOSED","2015-10-15T00:00:00.000","Original","Close","N","40.800036","-73.952457","10","9","216","1054984","1018220024","Harlem (South)"
"10090161","28108","108543","1","MANHATTAN","40","40","48","ST NICHOLAS AVENUE","31190","10026",,"1","1822","24","A","2014-01-08T00:00:00.000","2014-01-13T00:00:00.000","2014-05-03T00:00:00.000","2014-04-19T00:00:00.000",,,"2014-04-08T00:00:00.000","700","4758962","§ 27-2045 ADM CODE POST A PROPER NOTICE OF SMOKE DETECTOR REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, AT OR NEAR THE MAIL BOX ... AT PUBLIC HALL, 1st STORY","2014-01-14T00:00:00.000","19","VIOLATION CLOSED","2014-05-13T00:00:00.000","Original","Close","N","40.800036","-73.952457","10","9","216","1054984","1018220024","Harlem (South)"
"10090163","28108","108543","1","MANHATTAN","40","40","48","ST NICHOLAS AVENUE","31190","10026",,"1","1822","24","A","2014-01-08T00:00:00.000","2014-01-13T00:00:00.000","2014-05-03T00:00:00.000","2014-04-19T00:00:00.000",,,"2014-04-08T00:00:00.000","484","4758962","§ 329, M/D LAW AND DEPT. RULES AND REGS. PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR MISSING AT PUBLIC HALL, 1st STORY","2014-01-14T00:00:00.000","19","VIOLATION CLOSED","2014-05-13T00:00:00.000","Original","Close","N","40.800036","-73.952457","10","9","216","1054984","1018220024","Harlem (South)"
"10048026","929108","139245","1","MANHATTAN","3333D","3333D","3333D","BROADWAY","13610","10031","D33B","33","2001","9005","B","2013-11-25T00:00:00.000","2013-12-02T00:00:00.000","2014-01-21T00:00:00.000","2014-01-07T00:00:00.000",,,,"1503","4734914","§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). ....REPLACE IN THE ENTIRE APARTMENT LOCATED AT APT D33B, 33rd STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION AT NORTH","2013-12-03T00:00:00.000","19","VIOLATION CLOSED","2015-12-28T00:00:00.000","Original","Close","N","40.819549","-73.955485","9","7","22302","1085768","1020019005","Manhattanville-West Harlem"
"10053029","929106","143318","1","MANHATTAN","3333C","3333C","3333C","BROADWAY","13610","10031","C27F","27","2001","9005","A","2013-12-02T00:00:00.000","2013-12-05T00:00:00.000","2014-03-25T00:00:00.000","2014-03-11T00:00:00.000",,,"2014-02-10T00:00:00.000","556","4737284","§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING AND ALL WALLS IN THE ENTIRE APARTMENT LOCATED AT APT C27F, 27th STORY","2013-12-06T00:00:00.000","9","VIOLATION DISMISSED","2014-04-23T00:00:00.000","Original","Close","N","40.818858","-73.955991","9","7","22302","1085767","1020019005","Manhattanville-West Harlem"
"10062339","806834","211765","2","BRONX","2721","2721","2721","MORRIS AVENUE","52120","10468","B","1","3317","43","B","2013-12-11T00:00:00.000","2013-12-12T00:00:00.000","2014-01-31T00:00:00.000","2014-01-17T00:00:00.000",,,,"583","4741329","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK CEILING IN THE 2nd ROOM FROM EAST AT SOUTH LOCATED AT APT B, 1st STORY, 1st APARTMENT FROM NORTH AT EAST","2013-12-13T00:00:00.000","19","VIOLATION CLOSED","2014-01-06T00:00:00.000","Original","Close","N","40.868116","-73.895477","7","14","40304","2092513","2033170043","Bedford Park"
"10062340","806834","211765","2","BRONX","2721","2721","2721","MORRIS AVENUE","52120","10468","B","1","3317","43","B","2013-12-11T00:00:00.000","2013-12-12T00:00:00.000","2014-01-31T00:00:00.000","2014-01-17T00:00:00.000",,,,"508","4741329","§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE 2nd ROOM FROM EAST AT SOUTH LOCATED AT APT B, 1st STORY, 1st APARTMENT FROM NORTH AT EAST","2013-12-13T00:00:00.000","19","VIOLATION CLOSED","2014-01-06T00:00:00.000","Original","Close","N","40.868116","-73.895477","7","14","40304","2092513","2033170043","Bedford Park"
"10062341","806834","211765","2","BRONX","2721","2721","2721","MORRIS AVENUE","52120","10468","B","1","3317","43","B","2013-12-11T00:00:00.000","2013-12-13T00:00:00.000","2014-02-03T00:00:00.000","2014-01-20T00:00:00.000",,,,"505","4742038","§ 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE CERAMIC FLOOR TILES IN THE PRIVATE HALLWAY LOCATED AT APT B, 1st STORY, 1st APARTMENT FROM NORTH AT EAST","2013-12-16T00:00:00.000","19","VIOLATION CLOSED","2014-01-06T00:00:00.000","Original","Close","N","40.868116","-73.895477","7","14","40304","2092513","2033170043","Bedford Park"
"10053036","929106","143318","1","MANHATTAN","3333C","3333C","3333C","BROADWAY","13610","10031","C27F","27","2001","9005","A","2013-12-02T00:00:00.000","2013-12-05T00:00:00.000","2014-03-25T00:00:00.000","2014-03-11T00:00:00.000",,,"2014-02-10T00:00:00.000","502","4737284","§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL TILES AT NORTHEAST 1 ROOM LOCATED AT APT C27F, 27th STORY","2013-12-06T00:00:00.000","9","VIOLATION DISMISSED","2014-04-23T00:00:00.000","Original","Close","N","40.818858","-73.955991","9","7","22302","1085767","1020019005","Manhattanville-West Harlem"
"10053038","929106","143318","1","MANHATTAN","3333C","3333C","3333C","BROADWAY","13610","10031","C27F","27","2001","9005","A","2013-12-02T00:00:00.000","2013-12-05T00:00:00.000","2014-03-25T00:00:00.000","2014-03-11T00:00:00.000",,,"2014-02-10T00:00:00.000","502","4737284","§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL TILES AT NORTHWEST1 ROOM LOCATED AT APT C27F, 27th STORY","2013-12-06T00:00:00.000","9","VIOLATION DISMISSED","2014-04-23T00:00:00.000","Original","Close","N","40.818858","-73.955991","9","7","22302","1085767","1020019005","Manhattanville-West Harlem"
"10076931","49163","208142","2","BRONX","2350","2350","2350","BEAUMONT AVENUE","12020","10458",,"0","3103","26","C","2013-12-25T00:00:00.000","2013-12-30T00:00:00.000","2014-01-15T00:00:00.000","2014-01-10T00:00:00.000",,,,"672","4750422","§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM , DOOR LOCKED AT BASEMENT","2014-01-02T00:00:00.000","19","VIOLATION CLOSED","2014-05-15T00:00:00.000","Original","Close","N","40.853353","-73.884848","6","15","391","2012868","2031030026","Belmont"
